date,date_es,scheduled,pending,disabled,scheduled_ar,pending_ar,disabled_ar,scheduled_ca,pending_ca,disabled_ca,scheduled_cl,pending_cl,disabled_cl,scheduled_co,pending_co,disabled_co,scheduled_du,pending_du,disabled_du,scheduled_fd,pending_fd,disabled_fd,scheduled_fs,pending_fs,disabled_fs,scheduled_la,pending_la,disabled_la,scheduled_ma,pending_ma,disabled_ma,scheduled_mo,pending_mo,disabled_mo,scheduled_pa,pending_pa,disabled_pa,scheduled_rn,pending_rn,disabled_rn,scheduled_ro,pending_ro,disabled_ro,scheduled_rv,pending_rv,disabled_rv,scheduled_sa,pending_sa,disabled_sa,scheduled_sj,pending_sj,disabled_sj,scheduled_so,pending_so,disabled_so,scheduled_ta,pending_ta,disabled_ta,scheduled_tt,pending_tt,disabled_tt
2021-10-21,21-10-2021,6267,1210,550,90,13,1,895,221,77,133,7,4,265,28,7,61,8,8,141,13,5,25,2,2,102,16,5,398,215,18,2736,503,379,81,21,4,89,19,5,220,25,3,414,52,6,114,20,9,240,17,3,88,13,5,113,12,9,62,5,0
2021-10-22,22-10-2021,5777,2512,549,90,38,1,872,462,77,131,32,4,226,62,7,61,14,8,116,32,5,25,7,2,102,39,5,376,330,18,2425,1061,378,80,48,4,88,30,5,193,68,3,414,101,6,101,55,9,229,49,3,76,33,5,110,38,9,62,13,0
2021-10-23,23-10-2021,3867,3226,549,9,63,1,725,604,77,11,50,4,31,81,7,1,17,8,75,46,5,2,9,2,27,50,5,274,388,18,2109,1350,378,80,70,4,14,35,5,48,86,3,202,123,6,98,72,9,44,78,3,37,38,5,70,53,9,10,13,0
2021-10-24,24-10-2021,3835,3912,549,9,82,1,721,723,77,11,66,4,31,94,7,1,22,8,75,56,5,2,10,2,27,59,5,273,449,18,2082,1653,378,80,81,4,14,44,5,48,105,3,202,143,6,98,89,9,44,102,3,37,46,5,70,66,9,10,22,0
2021-10-25,25-10-2021,3819,5081,549,9,118,1,717,956,77,11,90,4,31,128,7,1,36,8,75,71,5,2,15,2,27,87,5,271,543,18,2074,2110,378,80,107,4,14,54,5,48,139,3,202,188,6,97,125,9,44,136,3,36,63,5,70,89,9,10,26,0
2021-10-26,26-10-2021,7429,68,549,159,0,1,1294,0,77,104,0,4,184,0,7,39,8,8,154,1,5,23,0,2,140,0,5,859,19,18,3030,1,378,172,10,4,63,3,5,214,0,3,307,6,6,214,3,9,189,0,3,113,0,5,144,6,9,27,11,0
2021-10-27,27-10-2021,7723,218,549,180,0,1,1405,46,77,120,0,4,220,0,7,48,8,8,130,1,5,32,0,2,156,26,5,682,71,18,3184,0,378,164,10,4,66,3,5,253,0,3,337,20,6,189,7,9,224,4,3,122,0,5,172,6,9,39,16,0
2021-10-28,28-10-2021,8158,574,549,221,0,1,1393,187,77,142,0,4,248,0,7,53,8,8,141,1,5,37,0,2,150,54,5,696,129,18,3430,44,378,180,11,4,84,3,5,282,0,3,341,42,6,190,23,9,251,4,3,114,0,5,160,48,9,45,20,0
2021-10-29,29-10-2021,8082,1137,549,247,7,1,1371,362,77,153,0,4,243,1,7,61,8,8,74,10,5,40,3,2,157,85,5,707,190,18,3351,223,378,200,14,4,91,3,5,269,4,3,353,76,6,185,48,9,272,5,3,93,0,5,165,74,9,50,24,0
2021-10-30,30-10-2021,7118,1503,550,122,9,1,1223,459,77,96,0,4,136,12,7,38,8,8,59,14,5,18,3,2,138,100,5,590,233,18,3452,353,378,200,29,4,55,3,5,144,13,3,234,87,6,180,61,9,141,9,3,68,0,5,167,85,10,57,25,0
2021-10-31,31-10-2021,7221,1967,550,123,10,1,1227,562,77,103,1,4,151,21,7,41,8,8,60,22,5,22,3,2,140,111,5,597,280,18,3504,563,378,162,42,4,60,3,5,156,16,3,236,104,6,180,76,9,149,21,3,78,0,5,169,98,10,63,26,0
2021-11-01,01-11-2021,7565,2797,550,132,25,1,1236,775,77,126,6,4,165,32,7,48,11,8,63,48,5,31,3,2,144,128,5,608,383,18,3662,854,378,161,66,4,68,3,5,185,29,3,247,140,6,178,96,9,164,48,3,99,0,5,170,116,10,78,34,0
2021-11-02,02-11-2021,4439,3675,550,133,49,1,655,919,77,127,18,4,164,61,7,48,13,8,60,69,5,31,5,2,144,144,5,571,460,18,1361,1260,378,161,85,4,36,11,5,186,45,3,81,156,6,178,109,9,158,83,3,99,15,5,168,132,10,78,41,0
2021-11-03,03-11-2021,8956,77,549,203,0,1,1723,9,77,167,0,3,267,0,7,65,8,8,143,4,5,47,0,2,314,0,5,1076,42,18,2994,0,378,257,3,4,52,3,5,246,4,3,265,0,6,303,4,9,261,0,3,129,0,5,316,0,10,128,0,0
2021-11-04,04-11-2021,8766,299,548,221,0,1,1610,81,76,186,0,3,301,0,7,74,9,8,148,24,5,53,0,2,257,3,5,1094,120,18,2920,1,378,280,3,4,59,3,5,259,16,3,302,15,6,186,4,9,255,20,3,118,0,5,300,0,10,143,0,0
2021-11-05,05-11-2021,8618,817,548,242,0,1,1646,285,76,172,2,3,302,0,7,80,8,8,105,45,5,59,0,2,260,23,5,922,244,18,3065,16,378,306,5,4,74,3,5,202,34,3,312,43,6,142,41,10,194,45,3,115,0,5,322,23,9,98,0,0
2021-11-06,06-11-2021,6362,1056,551,109,0,1,1237,397,76,99,1,3,182,0,7,32,8,8,94,58,5,25,0,2,199,35,5,542,293,18,2705,16,378,154,7,4,33,3,5,87,44,3,227,57,6,139,48,10,135,54,6,70,0,5,189,35,9,104,0,0
2021-11-07,07-11-2021,6445,1565,551,117,0,1,1240,510,76,105,1,3,201,0,7,37,8,8,97,62,5,28,0,2,199,46,5,548,353,18,2709,286,378,137,8,4,37,3,5,108,49,3,227,74,6,139,62,10,141,64,6,76,0,5,193,39,9,106,0,0
2021-11-08,08-11-2021,6546,2566,551,123,6,1,1238,695,76,113,4,3,234,10,7,43,13,8,97,86,5,34,1,2,202,61,5,544,464,18,2705,769,378,135,23,4,48,7,5,121,62,3,232,100,6,140,92,10,144,103,6,84,6,5,198,59,9,111,5,0
2021-11-09,09-11-2021,9705,86,552,141,0,1,2104,1,76,129,0,3,210,0,7,49,11,8,195,7,5,42,0,2,266,6,5,892,31,18,3823,16,379,171,0,4,66,4,5,205,0,3,366,0,6,259,10,10,276,0,6,105,0,5,278,0,9,128,0,0
2021-11-10,10-11-2021,10139,174,552,153,0,1,2011,76,76,158,0,3,251,0,7,62,11,8,203,7,5,47,0,2,270,15,5,954,30,18,4221,16,379,53,0,4,72,4,5,237,0,3,389,0,6,280,12,10,249,3,6,98,0,5,297,0,9,134,0,0
2021-11-11,11-11-2021,8845,484,552,167,0,1,1698,229,76,174,0,3,253,0,7,69,14,8,158,7,5,51,0,2,272,31,5,961,122,18,3200,16,379,58,4,4,76,5,5,263,4,3,409,16,6,211,26,10,268,4,6,107,0,5,312,3,9,138,3,0
2021-11-12,12-11-2021,7906,785,552,124,0,1,1550,378,76,77,0,3,203,0,7,76,15,8,168,8,5,42,0,2,136,36,5,704,184,18,3244,16,379,58,17,4,87,6,5,281,4,3,386,51,6,148,49,10,218,13,6,92,0,5,170,4,9,142,4,0
2021-11-13,13-11-2021,5380,944,552,57,0,1,992,440,76,86,0,3,92,0,7,25,17,8,140,8,5,13,0,2,70,45,5,638,230,18,2358,16,379,58,25,4,32,8,5,138,8,3,165,61,6,138,57,10,191,19,6,38,0,5,130,4,9,19,6,0
2021-11-14,14-11-2021,5556,1249,552,62,0,1,994,521,76,97,0,3,109,0,7,28,18,8,142,18,5,19,0,2,71,48,5,643,275,18,2456,140,379,44,33,4,33,12,5,151,12,3,167,71,6,138,63,10,197,25,6,45,0,5,140,6,9,20,7,0
2021-11-15,15-11-2021,5719,1894,552,71,0,1,1002,649,76,111,2,3,135,0,7,32,20,8,148,26,5,27,0,2,78,55,5,655,348,18,2442,504,379,43,42,4,42,19,5,189,14,3,174,89,6,138,73,10,209,37,6,51,0,5,146,8,9,26,8,0
2021-11-16,16-11-2021,7248,578,554,89,0,1,1439,61,77,115,11,3,158,0,7,33,23,8,148,37,5,27,4,2,142,0,5,671,192,19,3205,17,379,97,6,4,48,29,5,212,18,3,179,113,6,211,15,10,218,44,6,59,0,5,162,1,9,35,7,0
2021-11-17,17-11-2021,6438,1087,555,99,0,1,1326,159,77,117,16,3,176,7,7,41,19,9,152,53,5,28,7,2,152,10,5,663,261,19,2411,277,379,64,7,4,53,38,5,251,22,3,182,128,6,225,16,10,226,58,6,63,1,5,171,1,9,38,7,0
2021-11-18,18-11-2021,6346,1822,555,96,17,1,1342,262,77,117,25,3,167,30,7,42,32,9,64,62,5,28,12,2,152,14,5,661,335,19,2403,644,379,79,9,4,53,41,5,251,56,3,181,158,6,247,17,10,226,84,6,58,11,5,139,2,9,40,11,0
2021-11-19,19-11-2021,5528,2533,554,96,28,1,1328,374,77,117,41,3,139,60,7,43,37,9,19,68,5,28,19,2,152,24,5,660,412,19,1838,961,380,90,10,4,53,53,4,139,90,3,181,195,6,267,17,9,226,114,6,31,14,5,73,3,9,48,13,0
2021-11-20,20-11-2021,2333,2981,555,0,30,1,786,448,77,0,52,3,7,71,7,10,40,10,0,72,5,0,24,2,69,31,5,257,453,19,878,1187,380,90,16,4,0,55,4,0,114,3,0,205,6,139,19,9,0,125,6,8,21,5,76,3,9,13,15,0
2021-11-21,21-11-2021,2337,3365,558,0,37,1,783,515,78,0,56,3,9,82,7,10,43,10,0,79,5,0,24,2,69,34,5,257,497,19,878,1359,382,91,21,4,0,60,4,0,130,3,0,211,6,138,24,9,0,142,6,9,28,5,80,7,9,13,16,0
2021-11-22,22-11-2021,2336,4096,559,0,46,1,783,639,78,0,69,3,12,104,7,10,45,10,0,91,5,0,30,2,69,39,5,254,586,19,869,1679,382,91,29,4,0,71,4,0,152,4,0,233,6,135,49,9,0,162,6,10,33,5,90,11,9,13,28,0
2021-11-23,23-11-2021,1586,4875,560,0,58,1,95,755,78,0,76,3,12,127,7,10,50,10,0,99,5,0,33,2,65,55,5,247,669,20,863,2040,382,91,40,4,0,82,4,0,176,4,0,261,6,135,60,9,0,182,6,10,40,5,58,30,9,0,42,0
2021-11-24,24-11-2021,2671,3426,560,0,70,1,70,891,78,0,89,3,12,153,7,10,54,10,0,101,5,0,36,2,65,69,5,360,380,20,2012,606,382,0,48,4,0,90,4,0,199,4,0,278,6,74,21,9,0,200,6,10,47,5,58,47,9,0,47,0
2021-11-25,25-11-2021,2162,4192,561,0,88,1,0,1022,78,0,102,3,0,178,7,5,58,10,0,110,5,0,39,2,0,75,5,360,470,20,1717,959,382,0,56,4,0,92,4,0,218,5,0,295,6,80,27,9,0,231,6,0,60,5,0,61,9,0,51,0
2021-11-26,26-11-2021,2146,334,563,0,2,1,0,67,78,0,5,3,0,7,7,0,2,10,0,7,5,0,2,2,0,5,5,361,36,20,1705,137,382,0,2,4,0,3,4,0,17,7,0,8,6,80,10,9,0,11,6,0,2,5,0,6,9,0,5,0
2021-11-27,27-11-2021,2139,859,563,0,5,1,0,166,78,0,7,3,0,22,7,0,3,10,0,13,5,0,5,2,0,7,5,361,95,20,1699,370,382,0,9,4,0,7,4,0,32,7,0,36,6,79,25,9,0,26,6,0,5,5,0,13,9,0,13,0
2021-11-28,28-11-2021,2125,1371,564,0,12,1,0,278,79,0,12,3,0,32,7,0,8,10,0,18,5,0,5,2,0,13,5,361,151,20,1687,612,382,0,12,4,0,14,4,0,42,7,0,49,6,77,32,9,0,38,6,0,5,5,0,22,9,0,16,0
2021-11-29,29-11-2021,2106,6648,565,0,115,1,0,1504,80,0,123,3,0,239,7,0,72,10,0,137,5,0,47,2,0,104,5,357,745,20,1672,2041,382,0,79,4,0,113,4,0,281,7,0,380,6,77,105,9,0,297,6,0,78,5,0,117,9,0,71,0
2021-11-30,30-11-2021,5151,4381,567,0,130,1,0,1655,80,0,139,3,77,183,7,0,73,10,0,153,5,0,46,2,0,116,5,956,201,22,3870,196,383,73,18,4,0,114,4,0,289,7,0,404,6,175,47,9,0,322,6,0,80,5,0,136,8,0,79,0
2021-12-01,01-12-2021,3013,5192,568,0,137,1,0,1785,80,0,153,3,77,206,7,0,76,10,0,158,6,0,47,2,0,119,5,585,291,22,2181,593,383,73,27,4,0,123,4,0,305,7,0,426,6,97,73,9,0,342,6,0,85,5,0,150,8,0,96,0
2021-12-02,02-12-2021,2991,5965,569,0,149,1,0,1924,81,0,163,3,75,229,7,0,84,10,0,171,6,0,49,2,0,125,5,578,403,22,2168,929,383,73,34,4,0,131,4,0,323,7,0,446,6,97,95,9,0,356,6,0,94,5,0,161,8,0,99,0
2021-12-03,03-12-2021,3039,6517,570,0,165,1,0,2014,81,0,170,3,78,240,7,0,91,10,0,175,6,0,51,2,0,135,5,601,442,22,2171,1202,383,92,24,4,0,135,4,0,340,8,0,467,6,97,113,9,0,386,6,0,100,5,0,162,8,0,105,0
2021-12-04,04-12-2021,3034,6935,571,0,166,1,0,2093,81,0,174,3,78,247,7,0,89,10,0,184,6,0,50,2,0,146,5,601,488,23,2164,1408,383,95,24,4,0,139,4,0,351,8,0,476,6,96,122,9,0,403,6,0,107,5,0,161,8,0,107,0
2021-12-05,05-12-2021,3011,7385,572,0,168,1,0,2159,82,0,180,3,78,260,7,0,91,10,0,189,6,0,52,2,0,156,5,600,554,23,2140,1627,383,97,23,4,0,143,4,0,363,8,0,482,6,96,131,9,0,418,6,0,117,5,0,163,8,0,109,0
2021-12-06,06-12-2021,3031,8076,570,0,179,1,0,2276,83,0,185,3,79,293,7,0,94,10,0,197,6,0,54,2,0,165,5,618,618,23,2141,1951,383,97,35,4,0,146,4,0,380,8,0,503,6,96,151,9,0,443,3,0,123,5,0,172,8,0,111,0
2021-12-07,07-12-2021,9790,239,572,185,0,1,2354,0,83,192,0,3,297,24,7,93,3,10,190,11,6,56,0,2,170,1,5,897,30,23,3082,66,383,117,29,4,153,3,4,396,0,9,526,0,6,198,65,9,469,0,3,128,0,5,173,7,9,114,0,0
2021-12-08,08-12-2021,8789,480,572,195,0,1,2436,3,83,200,0,3,316,25,7,95,3,10,195,11,6,58,0,2,180,1,5,716,30,23,2232,296,383,28,34,4,155,3,4,406,0,9,543,0,6,114,65,9,479,0,3,143,0,5,180,9,9,118,0,0
2021-12-09,09-12-2021,9081,728,571,209,0,1,2525,0,83,203,0,3,336,25,7,100,3,10,205,11,6,60,0,2,189,1,5,750,69,23,2256,506,382,41,35,4,156,3,4,419,0,9,553,0,6,124,65,9,484,0,3,155,0,5,195,10,9,121,0,0
2021-12-10,10-12-2021,9313,962,571,222,0,1,2609,0,83,210,0,3,368,2,7,104,3,10,217,9,6,62,0,2,198,1,5,739,105,23,2263,700,382,46,40,4,159,3,4,433,0,9,572,0,6,126,88,9,493,0,3,162,0,5,207,11,9,123,0,0
2021-12-11,11-12-2021,9421,1162,571,223,0,1,2660,19,83,212,0,3,374,7,7,106,3,10,223,9,6,64,0,2,206,1,5,745,141,23,2259,824,382,46,44,4,161,3,4,439,1,9,579,0,6,126,99,9,495,2,3,166,0,5,212,9,9,125,0,0
2021-12-12,12-12-2021,9519,1412,571,226,0,1,2679,47,83,217,0,3,383,10,7,108,3,10,230,9,6,65,0,2,211,1,5,759,173,23,2252,996,382,46,50,4,169,3,4,453,0,9,588,0,6,125,103,9,499,8,3,168,0,5,215,9,9,126,0,0
2021-12-13,13-12-2021,9693,1879,571,241,0,1,2706,104,83,226,0,3,405,19,7,114,3,10,234,9,6,67,0,2,210,2,5,773,250,23,2263,1274,382,46,60,4,177,3,4,467,0,9,605,0,6,124,130,9,507,16,3,173,0,5,225,9,9,130,0,0
2021-12-14,14-12-2021,8267,163,572,245,0,1,2474,0,83,233,0,3,439,4,7,118,0,10,237,9,6,17,0,2,221,2,5,444,29,24,1742,59,382,115,1,4,183,3,4,411,0,9,159,0,6,151,45,9,542,1,3,184,0,5,232,9,9,120,1,0
2021-12-15,15-12-2021,7855,388,572,258,0,1,2032,1,83,237,0,3,461,4,7,123,0,10,238,9,6,19,0,2,234,2,5,480,29,24,1644,275,382,80,1,4,191,3,4,430,0,9,172,0,6,165,52,9,553,0,3,177,0,5,240,9,9,121,3,0
2021-12-16,16-12-2021,7454,617,570,266,0,1,1834,0,82,246,1,3,444,4,7,128,0,10,211,10,6,23,0,2,99,2,5,514,29,23,1591,479,382,85,6,4,198,3,4,438,4,9,187,3,6,161,63,9,578,0,3,177,0,5,148,9,9,126,4,0
2021-12-17,17-12-2021,5876,863,569,272,0,1,1222,14,82,252,2,3,283,4,7,134,0,9,77,11,6,21,0,2,82,2,5,557,29,23,1564,682,382,85,18,4,93,3,4,335,8,9,201,4,6,145,73,9,224,0,3,140,0,5,68,9,9,121,4,0
2021-12-18,18-12-2021,3119,1078,569,27,0,1,393,58,82,22,2,3,99,4,7,16,0,9,15,13,6,10,0,2,20,2,5,514,29,23,1492,840,382,85,21,4,17,3,4,74,7,9,57,5,6,86,81,9,86,0,3,42,0,5,54,9,9,10,4,0
2021-12-19,19-12-2021,3151,1396,568,37,0,1,397,127,82,28,3,3,103,4,7,16,0,9,19,19,6,11,0,2,31,2,5,530,55,23,1492,1014,381,46,29,4,18,3,4,80,12,9,61,6,6,86,94,9,89,4,3,42,7,5,55,12,9,10,5,0
2021-12-20,20-12-2021,3238,1969,568,42,0,1,396,256,82,28,12,3,133,6,7,21,0,8,19,24,6,12,0,2,36,2,5,535,141,23,1492,1294,382,46,38,4,29,3,4,94,22,9,67,8,6,86,109,9,92,9,3,45,10,5,55,24,9,10,11,0
2021-12-21,21-12-2021,3579,442,566,46,0,1,398,82,81,41,5,4,117,5,7,26,2,8,32,21,6,13,1,2,39,3,5,553,58,23,1636,125,380,97,8,4,32,13,4,123,12,9,81,8,6,104,51,9,108,18,3,57,7,5,66,15,9,10,8,0
2021-12-22,22-12-2021,3435,1082,565,52,6,1,437,160,81,42,14,4,130,17,7,29,2,8,31,31,6,13,4,2,32,22,5,394,159,23,1613,407,380,68,10,4,36,19,4,143,28,8,81,30,6,91,67,9,109,43,3,57,22,5,67,27,9,10,14,0
2021-12-23,23-12-2021,2622,1636,565,14,13,1,375,239,81,18,20,4,39,31,7,8,3,8,17,39,6,1,13,2,5,29,5,254,248,22,1573,648,381,73,14,4,6,25,4,62,39,8,15,42,6,93,91,9,20,61,3,12,34,5,27,29,9,10,18,0
2021-12-24,24-12-2021,2661,1996,566,15,14,1,381,292,81,18,23,4,41,45,7,8,6,8,17,46,6,1,18,2,5,34,5,269,315,23,1580,802,381,74,21,4,6,29,4,68,45,8,15,44,6,93,103,9,20,69,3,12,41,5,28,30,9,10,19,0
2021-12-25,25-12-2021,2681,2358,566,16,17,1,386,355,81,18,26,4,44,59,7,8,9,8,17,50,6,1,18,2,5,39,5,273,356,23,1583,959,382,74,24,4,6,36,4,72,53,7,15,52,6,93,121,9,20,84,3,12,45,5,28,33,9,10,22,0
2021-12-26,26-12-2021,2677,2837,565,18,22,1,384,426,81,18,29,4,44,75,7,8,12,8,17,53,6,1,20,2,5,46,5,281,453,24,1566,1154,382,74,34,4,6,37,4,76,57,5,15,65,6,93,140,9,20,99,3,12,53,5,29,38,9,10,24,0
2021-12-27,27-12-2021,2697,3829,567,18,47,1,392,583,81,18,42,4,43,99,7,8,17,8,17,65,6,1,24,2,5,61,5,285,616,24,1569,1546,384,74,54,4,6,49,4,83,83,5,14,80,6,93,182,9,20,133,3,12,66,5,29,49,9,10,33,0
2021-12-28,28-12-2021,4340,1565,566,18,63,1,661,369,79,23,52,4,73,91,7,8,22,8,17,78,6,1,33,2,5,76,5,857,94,23,2019,98,386,138,18,4,6,67,4,156,42,5,91,25,6,196,79,9,20,166,3,12,92,5,29,59,9,10,41,0
2021-12-29,29-12-2021,3906,40320,175,0,610,1,575,7000,39,12,379,3,61,1083,4,0,677,0,0,696,4,0,809,2,0,443,1,815,2671,9,1969,18358,78,62,981,3,0,466,4,155,647,4,91,541,2,166,1983,7,0,1224,2,0,878,5,0,593,7,0,281,0
2021-12-30,30-12-2021,3440,62845,183,0,1044,1,444,11363,40,5,620,3,36,1968,4,0,1137,0,0,1034,5,0,1068,2,0,738,1,713,4163,8,1863,27240,80,61,1462,4,0,778,4,74,1041,4,78,1039,2,166,3067,9,0,2133,2,0,1473,5,0,1019,7,0,458,2
2021-12-31,31-12-2021,3270,67977,216,0,1181,3,354,12279,46,5,691,3,36,2169,4,0,1234,3,0,1141,5,0,1103,3,0,806,1,710,4593,10,1789,29129,91,60,1573,5,0,846,4,72,1181,6,78,1179,2,166,3284,12,0,2348,2,0,1628,5,0,1110,8,0,502,3
2022-01-01,01-01-2022,3255,71010,254,0,1248,4,349,12859,50,5,720,3,35,2303,6,0,1286,3,0,1210,6,0,1119,7,0,850,1,709,4875,11,1782,30244,111,59,1633,5,0,893,4,72,1243,6,78,1266,2,166,3385,16,0,2485,2,0,1705,6,0,1163,8,0,523,3
2022-01-02,02-01-2022,3228,73836,264,0,1339,4,349,13339,53,5,757,3,35,2415,6,0,1343,3,0,1246,6,0,1143,7,0,881,1,704,5136,12,1760,31322,114,59,1691,6,0,935,4,72,1296,8,78,1361,2,166,3496,16,0,2616,2,0,1763,6,0,1211,8,0,546,3
2022-01-03,03-01-2022,3194,79030,299,0,1552,5,343,14157,57,5,807,4,35,2610,6,0,1439,4,0,1350,6,0,1202,9,0,936,2,701,5576,14,1736,33254,132,59,1809,7,0,994,4,71,1413,9,78,1548,2,166,3734,18,0,2824,2,0,1940,6,0,1303,9,0,582,3
2022-01-04,04-01-2022,1993,85082,324,0,1761,7,167,15201,61,5,878,4,6,2834,6,0,1555,4,0,1461,6,0,1253,10,0,1009,2,420,6156,14,1248,35542,144,59,1938,10,0,1058,5,67,1525,10,14,1761,2,7,3931,19,0,3046,2,0,2156,6,0,1396,9,0,621,3
2022-01-05,05-01-2022,885,90977,416,0,1987,7,158,16225,66,5,944,6,6,3038,7,0,1663,8,0,1554,6,0,1281,11,0,1067,2,74,6656,52,630,37714,168,0,2056,10,0,1146,6,12,1651,14,0,2114,4,0,4123,23,0,3252,3,0,2356,8,0,1487,12,0,663,3
2022-01-06,06-01-2022,194,96818,525,0,2146,7,126,17244,88,0,1035,7,0,3245,8,0,1757,12,0,1653,7,0,1313,14,0,1140,3,17,7165,66,51,39777,209,0,2156,10,0,1231,7,0,1819,15,0,2495,7,0,4342,29,0,3488,3,0,2506,12,0,1599,16,0,707,5
2022-01-07,07-01-2022,38993,67732,612,1989,506,10,6831,12236,96,890,305,7,1321,2265,9,1181,747,14,775,1094,8,557,805,16,575,674,6,2442,5516,72,11083,32363,255,215,2139,11,580,795,9,1025,1034,15,1582,1326,11,1304,3378,31,2276,1617,7,2378,392,14,1217,527,15,772,13,6
2022-01-08,08-01-2022,39120,73072,681,1994,745,10,6755,13164,106,906,390,7,1327,2485,10,1202,835,18,790,1232,8,566,829,17,582,743,7,2442,5901,81,11086,34348,287,224,2231,17,580,879,9,1036,1145,15,1583,1560,12,1303,3543,35,2314,1829,7,2406,513,14,1220,649,15,804,51,6
2022-01-09,09-01-2022,39242,77117,764,1993,905,10,6740,13924,116,905,469,7,1327,2625,12,1218,895,18,792,1339,9,570,844,17,579,803,7,2449,6278,89,11151,35692,336,222,2307,20,583,947,9,1045,1251,16,1587,1701,16,1306,3693,38,2333,1991,9,2417,627,14,1219,742,15,806,84,6
2022-01-10,10-01-2022,44241,80831,866,2189,969,10,7625,14729,128,1007,557,8,1491,2811,14,1273,971,19,909,1401,10,586,859,18,650,898,9,3101,6219,118,11838,37966,380,705,2074,22,761,959,10,1245,1265,17,2083,1509,19,1505,3791,38,2508,2237,10,2607,651,15,1309,855,15,849,110,6
2022-01-11,11-01-2022,41076,84789,865,1814,1256,10,8257,13302,128,808,779,8,1047,3153,14,1159,1110,19,768,1535,10,490,935,18,455,1010,9,1525,6786,118,13291,39430,379,672,2217,22,678,1120,10,1002,1454,17,1873,1857,19,1103,4125,38,2031,2574,10,2273,877,15,1083,1089,15,747,180,6
2022-01-12,12-01-2022,40195,95563,1139,1809,1639,14,8560,15492,162,806,1035,9,1060,3658,21,1163,1451,27,781,1828,16,490,1028,21,452,1188,13,1975,6972,142,11442,42747,518,861,2380,27,688,1376,14,1007,1716,25,1876,2316,26,1081,4583,44,2037,3143,17,2274,1296,21,1089,1412,16,744,303,6
2022-01-13,13-01-2022,69259,63905,1231,2297,736,15,17612,5483,163,1341,477,9,2785,1949,22,1844,480,27,1489,1095,18,1013,416,23,901,785,14,3501,5516,151,19242,35759,585,1301,1889,27,1312,702,14,1432,1021,24,2250,1871,31,2875,3168,46,3638,877,17,2104,795,22,1732,645,16,590,241,7
2022-01-14,14-01-2022,55484,70491,1389,1503,952,15,14665,6825,170,991,618,9,2279,2201,24,1298,627,28,1252,1275,22,863,466,24,737,891,17,3096,5868,177,16115,37766,685,921,2090,31,1069,860,14,1362,1166,25,1856,2109,34,1980,3497,49,2949,1139,18,1068,972,23,1222,855,16,258,314,8
2022-01-15,15-01-2022,59095,64712,1388,1756,847,15,14597,5740,170,1059,510,9,2607,2001,24,1388,583,28,1174,1223,22,785,410,24,740,817,17,3387,5397,177,17815,35216,684,1139,1967,31,1262,728,14,1441,967,25,1651,1916,34,1998,3602,49,3209,987,18,1321,809,23,1483,693,16,283,299,8
2022-01-16,16-01-2022,59681,66761,1388,1757,891,15,14700,6145,170,1064,542,9,2626,2097,24,1391,639,28,1177,1275,22,788,433,24,738,862,17,3459,5488,177,18103,35876,684,1147,2040,31,1272,765,14,1458,1012,25,1652,1984,34,1993,3693,49,3223,1086,18,1324,886,23,1521,737,16,288,310,8
2022-01-17,17-01-2022,60785,70626,1383,1766,1030,15,14821,6880,169,1078,686,9,2660,2254,23,1395,730,28,1180,1361,22,797,468,24,738,922,17,3566,5691,174,18783,36839,684,1155,2176,31,1284,848,14,1486,1085,25,1658,2187,34,1993,3951,49,3243,1274,18,1339,1022,23,1544,870,16,299,352,8
2022-01-18,18-01-2022,51133,74016,2142,1537,1201,17,12049,7695,216,950,783,14,2448,2401,39,1334,865,33,1057,1490,33,783,492,31,564,980,26,2564,5746,276,16661,37454,1144,1046,2283,45,1075,939,23,1327,1188,33,975,2334,53,923,4162,74,3038,1453,23,1161,1136,27,1394,1029,25,247,385,10
2022-01-19,19-01-2022,84750,33660,2736,2254,184,17,16317,1452,272,1499,109,19,3584,605,51,1693,221,38,2214,170,38,1078,49,35,1172,296,49,4816,3292,350,28868,22534,1493,3205,274,54,1691,125,25,2283,163,60,2992,372,59,2700,2621,77,3740,398,24,2223,191,31,1835,478,31,586,126,13
2022-01-20,20-01-2022,74127,37625,2888,1957,291,17,14021,1993,281,1374,147,19,3010,759,53,1332,287,39,1943,198,39,917,55,35,1059,358,50,4442,3447,382,25888,24098,1578,2832,420,54,1411,204,25,1734,213,63,2839,539,61,2700,2842,91,2961,617,24,1813,321,31,1305,634,33,589,202,13
2022-01-21,21-01-2022,62032,41016,3013,1519,367,17,11227,2740,284,1063,208,20,2332,892,54,959,270,39,1716,252,39,750,60,35,949,437,50,3992,3594,408,23148,25259,1661,2463,556,55,1131,244,25,1592,290,64,2714,652,63,1793,3026,95,1872,774,25,1332,399,32,1050,752,34,430,244,13
2022-01-22,22-01-2022,57269,42588,3156,1569,430,19,9346,3099,290,1070,252,20,2337,959,57,965,302,39,1631,263,40,571,69,35,836,477,49,3618,3684,418,21335,25660,1764,2476,611,59,1138,265,26,1464,337,65,2577,711,65,1797,3113,97,1704,859,25,1338,425,33,1056,817,40,441,255,15
2022-01-23,23-01-2022,57265,44249,3243,1581,459,19,9326,3452,298,1071,284,21,2347,1015,58,966,315,41,1641,275,40,569,87,36,836,508,47,3626,3775,425,21376,26227,1819,2406,664,62,1138,298,26,1465,377,66,2579,758,65,1794,3169,103,1705,948,25,1339,482,34,1059,882,44,441,274,14
